accountId,amount,currency,merchant,category,location,timestamp
acct-1005,57.67,USD,Apple,Dining,Toronto,2026-08-14T20:12:00Z
acct-1004,298.82,USD,Shell,Travel,Hong Kong,2026-08-14T20:59:00Z
acct-1003,13.71,USD,Amazon,Electronics,Berlin,2026-08-14T21:22:00Z
acct-1002,131.43,USD,Airbnb,Groceries,New York,2026-08-14T21:25:00Z
acct-1005,42.80,USD,Zara,Electronics,Toronto,2026-08-14T21:32:00Z
acct-1005,24.03,USD,Netflix,Electronics,Toronto,2026-08-14T21:47:00Z
acct-1005,55.47,USD,Steam,Subscription,Toronto,2026-08-14T22:19:00Z
acct-1001,29.78,USD,Shell,Electronics,London,2026-08-14T23:45:00Z
acct-1002,157.47,USD,Tesco,Transport,Boston,2026-08-15T00:34:00Z
acct-1003,11.53,USD,Starbucks,Dining,Berlin,2026-08-15T00:43:00Z
acct-1004,250.93,USD,Airbnb,Entertainment,Singapore,2026-08-15T00:47:00Z
acct-1005,78.43,USD,Best Buy,Transport,Toronto,2026-08-15T01:23:00Z
acct-1001,43.18,USD,Tesco,Groceries,Manchester,2026-08-15T01:27:00Z
acct-1004,286.34,USD,Shell,Transport,Singapore,2026-08-15T02:18:00Z
acct-1002,86.87,USD,Delta Airlines,Retail,New York,2026-08-15T02:40:00Z
acct-1004,376.03,USD,Uber,Transport,Singapore,2026-08-15T03:02:00Z
acct-1003,33.47,USD,Shell,Electronics,Berlin,2026-08-15T03:15:00Z
acct-1001,55.29,USD,Netflix,Subscription,London,2026-08-15T03:19:00Z
acct-1003,18.92,USD,Delta Airlines,Entertainment,Berlin,2026-08-15T04:16:00Z
acct-1005,33.96,USD,Netflix,Electronics,Toronto,2026-08-15T04:28:00Z
acct-1003,25.97,USD,Airbnb,Entertainment,Berlin,2026-08-15T04:56:00Z
acct-1004,236.87,USD,Zara,Subscription,Singapore,2026-08-15T05:51:00Z
acct-1002,136.68,USD,Best Buy,Groceries,New York,2026-08-15T05:59:00Z
acct-1001,44.59,USD,Best Buy,Groceries,Manchester,2026-08-15T06:08:00Z
acct-1004,255.04,USD,Uber,Retail,Hong Kong,2026-08-15T06:58:00Z
acct-1004,191.47,USD,Uber,Retail,Hong Kong,2026-08-15T07:36:00Z
acct-1005,57.05,USD,Airbnb,Electronics,Toronto,2026-08-15T07:41:00Z
acct-1004,284.08,USD,Shell,Travel,Hong Kong,2026-08-15T07:51:00Z
acct-1001,49.45,USD,Best Buy,Transport,London,2026-08-15T07:59:00Z
acct-1003,23.52,USD,Shell,Electronics,Berlin,2026-08-15T08:45:00Z
acct-1002,103.50,USD,Airbnb,Entertainment,Boston,2026-08-15T09:56:00Z
acct-1004,327.49,USD,Best Buy,Retail,Hong Kong,2026-08-15T10:27:00Z
acct-1005,70.01,USD,Steam,Transport,Toronto,2026-08-15T10:49:00Z
acct-1003,20.33,USD,Starbucks,Electronics,Berlin,2026-08-15T11:04:00Z
acct-1004,410.68,USD,Best Buy,Retail,Singapore,2026-08-15T11:10:00Z
acct-1003,20.27,USD,Uber,Travel,Berlin,2026-08-15T11:34:00Z
acct-1001,23.43,USD,Steam,Dining,Manchester,2026-08-15T11:46:00Z
acct-1002,129.16,USD,Best Buy,Entertainment,New York,2026-08-15T12:46:00Z
acct-1005,59.46,USD,Starbucks,Electronics,Toronto,2026-08-15T12:47:00Z
acct-1002,147.55,USD,Delta Airlines,Retail,Boston,2026-08-15T13:01:00Z
acct-1003,20.45,USD,Zara,Entertainment,Berlin,2026-08-15T13:02:00Z
acct-1002,175.61,USD,Starbucks,Retail,Boston,2026-08-15T13:44:00Z
acct-1004,356.61,USD,Steam,Entertainment,Hong Kong,2026-08-15T14:58:00Z
acct-1002,93.45,USD,Tesco,Travel,New York,2026-08-15T15:00:00Z
acct-1001,22.42,USD,Amazon,Dining,London,2026-08-15T15:01:00Z
acct-1004,284.14,USD,Amazon,Subscription,Hong Kong,2026-08-15T15:50:00Z
acct-1003,19.09,USD,Starbucks,Retail,Berlin,2026-08-15T16:06:00Z
acct-1005,59.83,USD,Delta Airlines,Travel,Toronto,2026-08-15T16:23:00Z
acct-1004,307.49,USD,Airbnb,Groceries,Singapore,2026-08-15T16:58:00Z
acct-1005,49.22,USD,Airbnb,Groceries,Toronto,2026-08-15T18:31:00Z
acct-1001,43.50,USD,Tesco,Electronics,London,2026-08-15T18:33:00Z
acct-1002,166.01,USD,Shell,Travel,New York,2026-08-15T18:43:00Z
acct-1004,323.43,USD,Steam,Fuel,Hong Kong,2026-08-15T18:43:00Z
acct-1003,15.45,USD,Zara,Subscription,Berlin,2026-08-15T18:49:00Z
acct-1003,28.66,USD,Amazon,Entertainment,Berlin,2026-08-15T19:18:00Z
acct-1003,22.82,USD,Tesco,Groceries,Berlin,2026-08-15T19:53:00Z
acct-1004,177.65,USD,Shell,Electronics,Singapore,2026-08-15T19:58:00Z
acct-1005,38.64,USD,Tesco,Dining,Toronto,2026-08-15T19:58:00Z
acct-1001,50.93,USD,Airbnb,Subscription,Manchester,2026-08-15T19:59:00Z
acct-1001,37.95,USD,Zara,Groceries,Manchester,2026-08-15T20:55:00Z
acct-1002,141.37,USD,Uber,Entertainment,New York,2026-08-15T21:18:00Z
acct-1003,25.26,USD,Steam,Retail,Berlin,2026-08-15T23:00:00Z
acct-1001,52.49,USD,Best Buy,Dining,London,2026-08-15T23:45:00Z
acct-1001,33.43,USD,Airbnb,Subscription,London,2026-08-16T00:41:00Z
acct-1002,59.26,USD,Zara,Transport,New York,2026-08-16T01:16:00Z
acct-1003,13.79,USD,Apple,Entertainment,Berlin,2026-08-16T01:53:00Z
acct-1002,71.91,USD,Delta Airlines,Entertainment,Boston,2026-08-16T03:13:00Z
acct-1001,47.80,USD,Starbucks,Retail,London,2026-08-16T04:31:00Z
acct-1002,135.51,USD,Amazon,Entertainment,Boston,2026-08-16T05:23:00Z
acct-1002,134.75,USD,Amazon,Groceries,New York,2026-08-16T06:36:00Z
acct-1001,40.27,USD,Steam,Subscription,London,2026-08-16T08:12:00Z
acct-1001,55.85,USD,Apple,Travel,Manchester,2026-08-16T09:21:00Z
acct-1001,2400.00,USD,Luxury Watches Co,Retail,London,2026-08-16T12:00:00Z
acct-1003,89.50,USD,Unknown Merchant,Electronics,Lagos,2026-08-16T12:10:00Z
acct-1004,81.04,USD,Starbucks,Retail,Singapore,2026-08-16T12:25:00Z
acct-1004,64.74,USD,Amazon,Retail,Singapore,2026-08-16T12:25:05Z
acct-1004,74.48,USD,Delta Airlines,Retail,Singapore,2026-08-16T12:25:10Z
acct-1004,111.13,USD,Tesco,Retail,Singapore,2026-08-16T12:25:15Z
acct-1004,95.54,USD,Airbnb,Retail,Singapore,2026-08-16T12:25:20Z
acct-1004,107.57,USD,Zara,Retail,Singapore,2026-08-16T12:25:25Z
acct-1004,119.64,USD,Delta Airlines,Retail,Singapore,2026-08-16T12:25:30Z
acct-1004,89.97,USD,Shell,Retail,Singapore,2026-08-16T12:25:35Z
